Salary Range,Link,Job Title,Job Teaser,Advertiser,Classification,Location,Strong Words,Job Description,Category
120000-999999,https://www.seek.com.au/job/39653877,Data Analyst,"An exciting opportunity for a Data Engineer, working for a large Oil Field Service Company. ",NES Global Talent,"Mining, Resources & Energy",Toowoomba & Darling Downs,,"Due to the acquisition of new contracts and continued business growth we now have an immediate requirement for an experienced Date Analyst to join our client. On a daily basis your duties will include but not be limited to maintaining the well data integrity and reliability, designing and processing detailed daily end of well reports based from the data gathered during well operations.  You will be responsible for monitoring all drilling parameters, well bore parameters and maintains all Geoservices equipment and sensors to detect well conditions. An essential responsibility for this role is the delivery of high quality drilling & gas data through detailed analytical analysis and preparation of accurate reports for the client at the well site. The ideal candidate will have strong interpersonal skills and a proven track record of engaging with internal and external stakeholders, it is essential that you have an excellent knowledge and attitude towards health and safety at the well site. Candidates that hold a minimum of Bachelor of Science in Geology will be highly regarded. To apply for the role please use the link below Established in 1978, NES Global Talent provides a complete range of contract and permanent talent solutions to the Oil and Gas, Power, Construction and Infrastructure, Life Sciences, Manufacturing and IT sectors worldwide. With more than 40 offices in 28 countries, we are able to provide our clients with the engineering and technical expertise they need, wherever and whenever it is needed. Offering far more than a traditional recruitment service, we fully support our contractors while they are on assignment with everything from securing visas and work permits, to providing market leading benefits packages and accommodation, ensuring they are safely and compliantly able to support our clients.",Data Analyst
120000-999999,https://www.seek.com.au/job/39705705,Data Analyst / Data Engineer / Senior Energy Market Modeller,"AEMO are responsible for operating Australia’s east, south-east and west-coast gas & electricity markets and systems.",Australian Energy Market Operator (AEMO),Information & Communication Technology,Adelaide,About the Role: Key accountabilities: Key requirements: About the Australian Energy Market Operator (AEMO): Your career with AEMO Some of our employment benefits: Wednesday 4 September 2019. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion,"About the Role: We are currently looking for an experienced Market Modeller or Data Analyst/Engineer who has passion for modelling the changing supply side of Australia’s gas and electricity markets and proficiency in analysis tools like PLEXOS/R/Sql/Power BI/Excel. You will play a key role in planning the energy system of the future and forecasting the change associated with addressing key challenges in Australia’s evolving energy landscape. The role will report to the Stream Lead – Integrated Energy Modelling, System Design and Engineering and can be based out of any of our CBD based offices in Adelaide, Brisbane, Melbourne, Perth or our NSW offices located in Sydney or Norwest. Key accountabilities: Analyse and validate market modelling outcomes using market modelling methodologies and software systems; Identify and develop model improvements within a cloud-based environment; Document results and draw key conclusions and insights using clear and concise language that is understandable to a diverse audience; Manage small projects, mentor and support analysts and engineers when required; Prepare technical reports for internal and/or external audiences to communicate forecasting outcomes to technical and non-technical audiences. Key requirements: Relevant tertiary qualification (mathematics, information technology, engineering, physics, operations research etc) Minimum 3 years of experience in performing analysis and modelling of energy markets or a related field Experience working with complex data sets, databases and spreadsheets is essential Experience in writing technical reports and other documents that convey, in simple terms, complex ideas and analysis is highly advantageous Detailed knowledge of market modelling, particularly the mathematics used in optimisation models such as linear programming, or the ability to acquire such knowledge is preferable Experience in cost benefit assessments or other economic assessment techniques will be preferable Keen interest in data, energy markets, sound knowledge of the NEM dispatch process, generator behaviour and network constraints or the gas markets and scheduling process will be well regarded About the Australian Energy Market Operator (AEMO): AEMO delivers secure, reliable energy to millions of Australians every day.   Our work touches virtually all aspects of Australia’s industrial, business and domestic life.   We ensure energy produced by electricity generators and gas suppliers reaches consumers nationwide. We operate the national electricity grid and manage gas markets in all states except Northern Territory.   We also operate Victoria’s gas system. AEMO provides expert guidance to government and the energy sector to inform policy, investment decisions and infrastructure management.   We play a crucial role in shaping Australia’s energy future. Your career with AEMO AEMO has some of Australia’s finest energy sector talent in its midst.   Our work is intellectually challenging, and our people gain enormous satisfaction from solving the complex problems constantly facing them. The continuing interplay of shifts in energy generation, reliability, affordability, and a low emissions future will ensure we at AEMO continue to be challenged and driven for many years to come. So, make your next career move one that really matters! Some of our employment benefits: Here are some of the attractive employment benefits we offer: Professional development via projects, assignments, industry networks and job rotation Flexible working: work from home, part time and job share Discount health insurance, gym membership and other concessions Free salary continuance insurance and annual performance bonuses * * Subject to eligibility Apply now to join us and take your place alongside like-minded passionate, driven individuals in the Energy sector: one of the world’s most exciting and dynamic industries. Click ‘apply’ to submit your CV and cover letter by  close of business Wednesday 4 September 2019. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion",Data Analyst
120000-999999,https://www.seek.com.au/job/39615865,Data Analyst,Experienced Data Analyst required to assist with implementing an exciting new cloud based analytics platform.,Full Circle Partners,Information & Communication Technology,Perth,,"Full Circle Partners are looking for multiple Data Analysts to assist with implementing an exciting new analytics platform. This is a great opportunity for the right candidates to work for a very passionate leader within the resources sector of a Tier1 Mining Company. Requirements: Advanced SQL experience around analytics. Strong data warehousing skills. The ability to interact and communicate with both the business and technical teams. Strong knowledge of data analysis and reporting. Proficient with SSRS. Data modelling skills (SQL Server, MySQL, etc.) Proven ability to collect, interpret and understand statistical data. An understanding of Agile methodologies would be desirable. Please submit your resume if this role is in line with your expertise. Alternatively, you can contact me via email at polly@fullcirclepartners.com.au for more information.",Data Analyst
120000-999999,https://www.seek.com.au/job/39678718,Senior Data Analyst - SQL Server,My client is looking for a senior data analyst to support its NFP and Public Sector clients using SQL server in regards to marketing activities.,M&T Resources,Information & Communication Technology,Sydney,Client Role Technical Skills Selection Criteria Benefits aman.chaddha@mtr.com.au,"Client Leading marketing and communications business located in Sydney CBD that has over 1000 employees and has various operating divisions. They support the Not-for Profit and public sector and have a reputable image in the market. Role Urgent Requirement! Looking for a senior data analyst that will be responsible for a marketing activity for their NFP and public sector clients. This will then be used to communicate with the business and be involved in executing campaigns. Execute direct marketing campaigns Preparing and presenting results from these clients. Work in a collaborative team of 10  and share your knowledge. This role will have you support a lot of clients remotely, using SQL server to extract data, manipulate data and provide valuable insights to clients and the business to make informed business decisions. Technical Skills SQL server is a must and an analytical mind. R, Python and Power BI are desirable but not essential. Selection Criteria At least 2 years commercial experience in developing complex data modelling, analysis and solutions. Experience producing campaign detailed campaign analytics Experience in SQL and good knowledge of MS Suite Benefits Chance to work as a part of strong cultured consultancy and make a difference in the NFP and Public Sector field. Chance of career progression to move in to more data science down the track. Attractive salary and flexibility are offered as well. If interested, send me your resume to aman.chaddha@mtr.com.au and I'll call you to discuss your application. M&T Resources is an equal opportunities recruitment agency and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law. Follow us on LinkedIn for the latest insights and best opportunities from Australia's most influential organisations. http://www.linkedin.com/company/m-and-t-resources",Data Analyst
120000-999999,https://www.seek.com.au/job/39596563,Finance Data Analyst,"Premium, sought after brand with consultative, high performing & social culture seeking Finance Analyst. Use big data & AI to drive decision support.",Perigon Group Pty Limited,Accounting,Sydney,COMPANY  CULTURE ROLE BENEFITS YOUR BACKGROUND ,"COMPANY One of the most sought-after employers in Australia and globally, this premium brand is a company that is widely admired and sought out by customers seeking a superior service.  They are known for their long average tenure, high investment in systems and data analytics, and their global career opportunities. CULTURE A recognised employer-of-choice, the culture in this business is widely described as collaborative, approachable, warm, consultative, high performing, flexible and social. ROLE Truly analytical role (read: very little reporting involved!). Using big data, this role helps support decision making across the business. You will use excel, SQL and advanced analytics systems to analyse customer behaviour, new products, existing products, cost centres and other areas of the business. BENEFITS Working from home actively encouraged No meetings after 4pm on a Friday Flexible hours - occasional evening phone calls with overseas offices Above market-rate salaries Career progression encouraged & supported every 2-3 years (including overseas transfers) High bonus potential $120,000 package on offer Product discounts YOUR BACKGROUND In exchange for all the benefits and perks listed above, we are looking for people with: excellent analytical skills - for example financial analysis, commercial analysis, business intelligence commercial & business acumen proven experience in a finance analyst role essential strong technical skills in either SQL, SAS, Tableau (or similar) essential a positive & proactive mindset If interested please hit APPLY today to be considered.",Data Analyst
120000-999999,https://www.seek.com.au/job/39696116,ICT Data Analysts,6-month contract for experienced ICT Data Analysts with the sought after NT Government in tropical Darwin.,Moraitis Consulting Pty Ltd,Information & Communication Technology,Darwin,About the company About the role ICT Data Analysts About you SELECTION CRITERIA You must have as a minimum: What next What next Please respond by\xa0email\xa0by Thursday 22nd August 2019.,"About the company MORAITIS CONSULTING Pty Ltd are a local Darwin based IT consultancy firm. We strongly value our partnerships and we have a great reputation of looking after our people and delivering professional quality services to our clients. About the role We are looking for experienced ICT Data Analysts to join an expanding team within the Northern Territory Government for a 6-month contract with possible extension. You will work with subject matter experts and project team members to define, document and communicate data migration requirements and associated data migration business rules.   You will provide input and support to the migration and testing of data from one system to another including legacy and staging source environments. About you We are looking to engage self-motivated individuals with the ability to work under broad direction.   You will have outstanding attention to detail and written skills when communicating with others, both internally and externally.   In an ever-developing environment, you will be creative and innovative with a focus on continuous improvement. You must have permission to work in Australia and hold a valid Australian drivers’ licence.   You will also be required to obtain a Safe NT National Police Clearance. Please provide a brief response addressing each of the selection criteria below. SELECTION CRITERIA You must have as a minimum: Demonstrated experience in data analysis on multi system data convergence and migration projects. Demonstrated experience in gathering and documenting data requirements, data migration business rules and development of complex data maps. Strong analytical skills with the ability to collect, organise, analyse and disseminate significant amounts of information across project teams and stakeholders with attention to detail and accuracy. High level oral, written and interpersonal communication skills including ability to communicate effectively with team members and stakeholders. Experience in project/program management within established structures. Experience in working collaboratively within a team environment with high priority deliverables, and ability to guide and knowledge transfer to project team members. Experience in large transformational projects with ability to work to tight deadlines and competing priorities. Knowledge of an experience with Microsoft SQL server and Oracle development and experience using T-SQL and PL-SQL. Knowledge of the extract-transform-load (ETL) process and associated tools such as SSIS Tertiary qualifications in IT, computer science or software engineering. Experience using Atlassian tools such as Jira, Bitbucket (Git) and Confluence. Understanding of data quality analysis and improvement using tools such as Microsoft Data Quality Services (DQS). What next Suitable applicants should send responses along with current resume to  admin@moraitisengineering.com.au or contact Julia Kane for further details on (08) 8963 5699 or 0400 432 052 . Please respond by  email  by Thursday 22nd August 2019. Thank you MORAITIS CONSULTING Pty Ltd www.moraitisconsulting.com.au",Data Analyst
120000-999999,https://www.seek.com.au/job/39598712,Data Analyst - Demand Forecasting,"AEMO are responsible for operating Australia’s east, south-east and west-coast gas & electricity markets and systems.",Australian Energy Market Operator (AEMO),"Mining, Resources & Energy",Sydney,About the Role: Key accountabilities: Required skills and experience: About the Australian Energy Market Operator (AEMO): Your career with AEMO Some of our employment benefits: Mond ay 19 August 2019 a OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion,"About the Role: Due to recent internal promotion and due to additional responsibilities from changes to the National Electricity Rules, the Reliability Forecasting team is seeking an Analyst to join its Regional Demand Forecasting stream and can be based out of any of our CBD based offices in Melbourne, Adelaide, Brisbane, Perth or Sydney. Here, you will assist in developing, advising and effectively communicating medium to long term (2 to 30 year) forecasts of electricity and gas demand and distributed energy resources, using a mix of forecast methods such as machine learning, statistical, econometric, economic and technical/engineering approaches. Focus is on regional maximum and minimum demand forecasts, which are used both internally and externally for decision support for reliability and system security assessments, major investment transactions, policy making and other activities. Another key delivery from the team is predicting half-hour electricity demand out 20-30 years to be used to assess the demand supply balance in the market. You will interpret a large amount of information to understand industry sectors in transition, technological and behavioural change and periods of potentially disruptive transformation, and to work with internal and external stakeholders to develop forecasts and advice in this environment. Our forecasts play a key role in ensuring affordable, reliable and environmentally friendly energy supply to all Australians, feeding into a number of AEMO’s key reliability processes and planning tasks. Key accountabilities: ·             Develop and contribute to common code libraries for integrating data and modelling electricity and gas demand, including maintaining quality documentation of procedures and processes. ·             Apply statistical modelling methods, economic theory, behavioural economics, and technical knowledge to design and test models for forecasting gas and electricity demand. ·             Interpret and analyse market/industry information and identify issues that may affect the evolution of Australia’s energy industries, analyse these issues for the purpose of improving AEMO’s forecasting and analytics services, and design courses of action to deliver these improvements. ·             Effectively communicate approaches, results and key messages to internal and external stakeholders either in written reports or through actively participation in working groups and stakeholder forums. ·             Mentor and support graduates and students in the performance of their tasks. Required skills and experience: ·             Bachelor or advanced degree in a software, computer science and/or quantitative. ·             Strong numerical/quantitative and data analysis capability utilising databases to design and run data analysis. ·             Experience in designing and coding statistical models and creating visualizations to answering varied operational, business and/or regulatory questions. Coding experience in R/Python and ideally SparkR/Apache Spark will be an advantage. ·             Strong knowledge of statistics or econometric methods, and a demonstrated ability to use this knowledge in the design and delivery of analysis that is accepted by diverse stakeholders. ·             3-5 years of experience in a computer science/data science/developer role, including: o       Experience in software engineering or programming for the purpose of data analytics, including building statistical models. o       Demonstrated ability in technical studies and the interpretation / presentation of results. o       Experience in writing technical reports and other documents that convey, in simple terms, complex ideas and analysis. ·             Understanding of the role and functions of AEMO, energy consumers and energy sector developments is desirable. About the Australian Energy Market Operator (AEMO): AEMO delivers secure, reliable energy to millions of Australians every day.   Our work touches virtually all aspects of Australia’s industrial, business and domestic life.   We ensure energy produced by electricity generators and gas suppliers reaches consumers nationwide. We operate the national electricity grid and manage gas markets in all states except Northern Territory.   We also operate Victoria’s gas system. AEMO provides expert guidance to government and the energy sector to inform policy, investment decisions and infrastructure management.   We play a crucial role in shaping Australia’s energy future. Your career with AEMO AEMO has some of Australia’s finest energy sector talent in its midst.   Our work is intellectually challenging, and our people gain enormous satisfaction from solving the complex problems constantly facing them. The continuing interplay of shifts in energy generation, reliability, affordability, and a low emissions future will ensure we at AEMO continue to be challenged and driven for many years to come. So, make your next career move one that really matters! Some of our employment benefits: Here are some of the attractive employment benefits we offer: Professional development via projects, assignments, industry networks and job rotation Flexible working: work from home, part time and job share Discount health insurance, gym membership and other concessions Free salary continuance insurance and annual performance bonuses * * Subject to eligibility Apply now to join us and take your place alongside like-minded passionate, driven individuals in the Energy sector: one of the world’s most exciting and dynamic industries.   Click ‘apply’ to submit your CV and cover letter by close of business Mond a y 19 August 2019 . No agency applications will be accepted at this time. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion",Data Analyst
120000-999999,https://www.seek.com.au/job/39705519,Senior Energy Market Modeller / Data Analyst / Data Engineer,"AEMO are responsible for operating Australia’s east, south-east and west-coast gas & electricity markets and systems.",Australian Energy Market Operator (AEMO),Science & Technology,Melbourne,About the Role: Key accountabilities: Key requirements: About the Australian Energy Market Operator (AEMO): Your career with AEMO Some of our employment benefits: Wednesday 4 September 2019. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion,"About the Role: We are currently looking for an experienced Market Modeller or Data Analyst/Engineer who has passion for modelling the changing supply side of Australia’s gas and electricity markets and proficiency in analysis tools like PLEXOS/R/Sql/Power BI/Excel. You will play a key role in planning the energy system of the future and forecasting the change associated with addressing key challenges in Australia’s evolving energy landscape. The role will report to the Stream Lead – Integrated Energy Modelling, System Design and Engineering and can be based out of any of our CBD based offices in Adelaide, Brisbane, Melbourne, Perth or our NSW offices located in Sydney or Norwest. Key accountabilities: Analyse and validate market modelling outcomes using market modelling methodologies and software systems; Identify and develop model improvements within a cloud-based environment; Document results and draw key conclusions and insights using clear and concise language that is understandable to a diverse audience; Manage small projects, mentor and support analysts and engineers when required; Prepare technical reports for internal and/or external audiences to communicate forecasting outcomes to technical and non-technical audiences. Key requirements: Relevant tertiary qualification (mathematics, information technology, engineering, physics, operations research etc) Minimum 3 years of experience in performing analysis and modelling of energy markets or a related field Experience working with complex data sets, databases and spreadsheets is essential Experience in writing technical reports and other documents that convey, in simple terms, complex ideas and analysis is highly advantageous Detailed knowledge of market modelling, particularly the mathematics used in optimisation models such as linear programming, or the ability to acquire such knowledge is preferable Experience in cost benefit assessments or other economic assessment techniques will be preferable Keen interest in data, energy markets, sound knowledge of the NEM dispatch process, generator behaviour and network constraints or the gas markets and scheduling process will be well regarded About the Australian Energy Market Operator (AEMO): AEMO delivers secure, reliable energy to millions of Australians every day.   Our work touches virtually all aspects of Australia’s industrial, business and domestic life.   We ensure energy produced by electricity generators and gas suppliers reaches consumers nationwide. We operate the national electricity grid and manage gas markets in all states except Northern Territory.   We also operate Victoria’s gas system. AEMO provides expert guidance to government and the energy sector to inform policy, investment decisions and infrastructure management.   We play a crucial role in shaping Australia’s energy future. Your career with AEMO AEMO has some of Australia’s finest energy sector talent in its midst.   Our work is intellectually challenging, and our people gain enormous satisfaction from solving the complex problems constantly facing them. The continuing interplay of shifts in energy generation, reliability, affordability, and a low emissions future will ensure we at AEMO continue to be challenged and driven for many years to come. So, make your next career move one that really matters! Some of our employment benefits: Here are some of the attractive employment benefits we offer: Professional development via projects, assignments, industry networks and job rotation Flexible working: work from home, part time and job share Discount health insurance, gym membership and other concessions Free salary continuance insurance and annual performance bonuses * * Subject to eligibility Apply now to join us and take your place alongside like-minded passionate, driven individuals in the Energy sector: one of the world’s most exciting and dynamic industries. Click ‘apply’ to submit your CV and cover letter by  close of business Wednesday 4 September 2019. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion",Data Analyst
120000-999999,https://www.seek.com.au/job/39572082,Data Analyst | NSW Government,"In this role, you'll analyse data and identify issues, trends, patterns and solutions to resolve them",Ashdown People,Information & Communication Technology,Sydney,How you’ll make a difference: What you’ll do: What we’re looking for: ,"How you’ll make a difference: In this role, you’ll analyse data and identify issues, trends, patterns and solutions to resolve them. You’ll also support ad-hoc analysis across data in multiple business areas, including functional requirements across projects and system enhancement requests. You’ll assist and drive resolution thereby increasing throughput and achieving overall team delivery goals. The work this role will take on span across the whole spectrum of Salesforce Service cloud solution involving Case Management, Placement Management, Legal, Adoption, Referral Management, Reporting and Dashboard. You will need to show an understanding of SQL databases and should have completed some analytics projects in your current role. What you’ll do: Develop a partnership with business & stakeholders to understand data, needs and provide valuable insights to resolve issues Understand department business, its objectives & see how you fit and add value to the overall program objectives Take learnings from other team members to contextualize data & its complexity, identifying patterns and trends in data sets Collect and interpret data, analyse results and report the results back to the relevant members of the business Filter and “clean” data, proactively “get your hands dirty” by deep diving into issues , triaging them using debugging logs and resolving them What we’re looking for: Salesforce Certified Administrator with proven working experience as a data analyst or business data analyst in a Salesforce admin or Salesforce Development role Experience in Oracle or Seibel database is a plus Attention to detail and excellent problem solving skills Expert in Excel and Strong skills in SQL Adept at queries, report writing and presenting findings Technical expertise regarding data models, database design development, data mining and segmentation techniques Experience working in a data warehouse or with data solutions is a bonus For more information please Apply Now or contact Nathan 02 8296 9809",Data Analyst
120000-999999,https://www.seek.com.au/job/39598623,Data Analyst - Demand Forecasting,"AEMO are responsible for operating Australia’s east, south-east and west-coast gas & electricity markets and systems.",Australian Energy Market Operator (AEMO),Science & Technology,Adelaide,About the Role: Key accountabilities: Required skills and experience: About the Australian Energy Market Operator (AEMO): Your career with AEMO Some of our employment benefits: Sunday 1st September\xa02019 OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion,"About the Role: Due to recent internal promotion and due to additional responsibilities from changes to the National Electricity Rules, the Reliability Forecasting team is seeking an Analyst to join its Regional Demand Forecasting stream and can be based out of any of our CBD based offices in Melbourne, Adelaide, Brisbane, Perth or Sydney. Here, you will assist in developing, advising and effectively communicating medium to long term (2 to 30 year) forecasts of electricity and gas demand and distributed energy resources, using a mix of forecast methods such as machine learning, statistical, econometric, economic and technical/engineering approaches. Focus is on regional maximum and minimum demand forecasts, which are used both internally and externally for decision support for reliability and system security assessments, major investment transactions, policy making and other activities. Another key delivery from the team is predicting half-hour electricity demand out 20-30 years to be used to assess the demand supply balance in the market. You will interpret a large amount of information to understand industry sectors in transition, technological and behavioural change and periods of potentially disruptive transformation, and to work with internal and external stakeholders to develop forecasts and advice in this environment. Our forecasts play a key role in ensuring affordable, reliable and environmentally friendly energy supply to all Australians, feeding into a number of AEMO’s key reliability processes and planning tasks. Key accountabilities: Develop and contribute to common code libraries for integrating data and modelling electricity and gas demand, including maintaining quality documentation of procedures and processes. Apply statistical modelling methods, economic theory, behavioural economics, and technical knowledge to design and test models for forecasting gas and electricity demand. Interpret and analyse market/industry information and identify issues that may affect the evolution of Australia’s energy industries, analyse these issues for the purpose of improving AEMO’s forecasting and analytics services, and design courses of action to deliver these improvements. Effectively communicate approaches, results and key messages to internal and external stakeholders either in written reports or through actively participation in working groups and stakeholder forums. Mentor and support graduates and students in the performance of their tasks. Required skills and experience: Bachelor or advanced degree in a software, computer science and/or quantitative. Strong numerical/quantitative and data analysis capability utilising databases to design and run data analysis. Experience in designing and coding statistical models and creating visualizations to answering varied operational, business and/or regulatory questions. Coding experience in R/Python and ideally SparkR/Apache Spark will be an advantage. Strong knowledge of statistics or econometric methods, and a demonstrated ability to use this knowledge in the design and delivery of analysis that is accepted by diverse stakeholders. 3-5 years of experience in a computer science/data science/developer role, including: o       Experience in software engineering or programming for the purpose of data analytics, including building statistical models. o       Demonstrated ability in technical studies and the interpretation / presentation of results. o       Experience in writing technical reports and other documents that convey, in simple terms, complex ideas and analysis. Understanding of the role and functions of AEMO, energy consumers and energy sector developments is desirable. About the Australian Energy Market Operator (AEMO): AEMO delivers secure, reliable energy to millions of Australians every day.   Our work touches virtually all aspects of Australia’s industrial, business and domestic life.   We ensure energy produced by electricity generators and gas suppliers reaches consumers nationwide. We operate the national electricity grid and manage gas markets in all states except Northern Territory.   We also operate Victoria’s gas system. AEMO provides expert guidance to government and the energy sector to inform policy, investment decisions and infrastructure management.   We play a crucial role in shaping Australia’s energy future. Your career with AEMO AEMO has some of Australia’s finest energy sector talent in its midst.   Our work is intellectually challenging, and our people gain enormous satisfaction from solving the complex problems constantly facing them. The continuing interplay of shifts in energy generation, reliability, affordability, and a low emissions future will ensure we at AEMO continue to be challenged and driven for many years to come. So, make your next career move one that really matters! Some of our employment benefits: Here are some of the attractive employment benefits we offer: Professional development via projects, assignments, industry networks and job rotation Flexible working: work from home, part time and job share Discount health insurance, gym membership and other concessions Free salary continuance insurance and annual performance bonuses * * Subject to eligibility Apply now to join us and take your place alongside like-minded passionate, driven individuals in the Energy sector: one of the world’s most exciting and dynamic industries.   Click ‘apply’ to submit your CV and cover letter by close of business Sunday 1st September  2019 . No agency applications will be accepted at this time. OUR VALUES: Stakeholder-Focused; Accountable; One Team; Pride and Passion",Data Analyst
120000-999999,https://www.seek.com.au/job/39758918,Data Analytics Specialist,"FourQuarters are recruiting for an experienced Data & Analytics Specialist to join a well-known brand based in the CBD area, Perth.",FourQuarters Recruitment,Information & Communication Technology,Perth,,"Our client have a long track record of using Data effectively and invest heavily to maximise the opportunities that are created from the effective use of a Data   Analytics function. As a Data and   Analytics Specialist your key responsibilities will be; Act as a true analytics business partner, offering analytical support to a wide range of business units to understand their requirements for data, information, analyses, forecasts and reports in order to deliver higher quality insights and assist to improve organisational performance. Help drive a consulting approach to analytical support services in the Data Analytics team, leading and setting best practice and ensuring work delivered is of a high standard. Participate in transformation program, guiding and resourcing analytics initiatives. Act as Data Analytics advocate on business projects to ensure the long-term financial consequences of business decisions are adequately explored. Lead and manage the development of relevant initiatives and ensure that they align with the objectives and strategies of the business. Mentor and coach Senior, Intermediate and Junior Analysts on domain expertise, analytical methods, regular reporting and other day to day tasks. Prioritise, plan and resource analytical projects that align with business objectives and viability imperatives. Your background; Tertiary qualification in Actuarial Science, Mathematics/Statistics, Economics, Computer Science or related quantitative discipline Minimum of 3 year’s professional experience in Data Analytics or similar role Extensive experience in the application of statistical modelling, advanced analytics, insights and data mining to commercial ""real-world"" problems. Strong mathematical skills Strong knowledge of data analytics & statistical tools, including Python, R, Tableau, SAS. Ability to manipulate and analyse complex data from various sources A strategic and business mindset to understand how data & insights influence business decisions Exceptional communication skills including interpersonal skills, with demonstrated ability to present recommendations. How To Apply: Send your CV in WORD format via the ""apply now"" links below. For a confidential conversation you may contact Victoria Atkinson v.atkinson@fourquarters.com.au or Direct Dial (08) 61887698",Data Analyst
120000-999999,https://www.seek.com.au/job/39678899,Senior Advisor Safety Data Analyst,Be involved in providing input into a data driven approach to evaluating and assessing risk in the Australian maritime industry,Australian Maritime Safety Authority,Government & Defence,Sydney,$127129 – $147377* + superannuation (15.4%) Location Negotiable – Sydney or Canberra Non-ongoing (2 Years) ABOUT AMSA PROFESSIONAL COLLABORATIVE DEDICATED ACCOUNTABLE ABOUT THE ROLE ABOUT THE PERSON WHAT WE OFFER HOW TO APPLY by 11:30pm (AEST) Sunday 25 August 2019.,"$127,129 – $147,377* + superannuation (15.4%) Location Negotiable – Sydney or Canberra Non-ongoing (2 Years) ABOUT AMSA The Australian Maritime Safety Authority (AMSA) is Australia’s national agency responsible for maritime safety, protection of the marine environment, and maritime aviation search and rescue.   We are a statutory authority established under the Australian Maritime Safety Authority Act 1990 (AMSA Act). At AMSA we ensure safe vessel operations, combat marine pollution and rescue people in distress. We work closely with other Australian and international government agencies and related industries, providing valuable advice and expertise to ensure we, and others deliver on our mission. It is an exciting time at AMSA, as we have recently assumed the full service delivery for the National System for Domestic Commercial Vessels. As we chart new territory, it creates opportunities to engage further and have an even bigger impact on the Australian Maritime industry. AMSA employs around 400 people across Australia.   We offer unique and challenging career opportunities for our employees, who come from a range of diverse backgrounds.   Our employees represent our values, and operate in a PROFESSIONAL and COLLABORATIVE way; are DEDICATED to our mission and are ACCOUNTABLE for decisions and actions. Working at AMSA will give you an opportunity to make a real difference and actively contribute towards AMSA’s vision for Safe and clean seas, saving lives. To learn more about our organisation, our AMSA Values and our people, please visit our website. ABOUT THE ROLE As the Senior Advisor, Safety Data Analyst, you will be responsible for safety data management, extraction, interpretation, evaluation, and analysis of maritime safety performance trends and reporting with a particular emphasis on marine incident, inspection and compliance data. Specifically, in this role you will be involved in providing input into a data driven approach to evaluating and assessing risk in the Australian maritime industry. The role will see you prepare reports to support the monitoring and analysis of trends in safety issues, incidents and accidents and coordinate and assist in the design and implementation of maritime safety education programs. Reporting into the Manager Vessel Operations, you will be part of a strong customer focused and results driven team of professionals. ABOUT THE PERSON To be successful in this position, you will have relevant tertiary qualifications in statistical analysis and/or quantitative methods for safety and risk evaluation, or comparable qualifications. You will have a high level of competency and developed technical skills in safety data analysis and data interpretation. Your experience in compiling concise, logical, and technically correct written outputs, with the ability to adjust writing styles appropriate for the intended audience will be key to your success. You will be experienced in leading projects and teams to meet outcomes in a professional and timely manner. Having experience in a human factors, systems safety or related area would be highly regarded For a full list of prerequisites and required capabilities for this role, please refer to the position description. At AMSA, we acknowledge the value diversity can bring to assist us in delivering against our mission to contribute towards ‘Safe and clean seas, saving lives’. We encourage applications from Aboriginal and Torres Strait Islander People, people with a disability and people from other diverse backgrounds. For further information, please refer to AMSA Diversity Plan 2019-22. WHAT WE OFFER Exciting and challenging work which directly contributes to AMSA’s mission, strategy and the impact we make to the community A collaborative work environment where you can contribute to AMSA’s strong reputation as maritime regulator, through working with dedicated colleagues who provide regulatory oversight to one of the safest maritime regions in the world The opportunity to work with supportive, passionate and collaborative colleagues and leaders who encourage and support each other to achieve positive outcomes and success An inclusive workplace with attractive remuneration package, including generous employer superannuation contributions Employee rewards, recognition and benefits that support workplace achievement and work life balance Note: Information about our terms and conditions of employment are contained in the AMSA Enterprise Agreement 2016-2019. HOW TO APPLY All applications should be completed on our website via the Careers at AMSA page by 11:30pm (AEST) Sunday 25 August 2019. As part of your application you will need to provide; your resume a cover letter (maximum 800 words) outlining how your skills and experience meet the prerequisites and required capabilities of the role – please see link to the position description for full details If you would like more information about this role, please contact Manager Vessel Operations on 02 6279 5045 . *Note: Under the AMSA Enterprise Agreement 2016-2019, an appointee’s commencement salary will normally be based on the minimum salary point for each classification level.",Data Analyst
